Year,Geography,Geographic Area Name,Households Estimate Total,Families Estimate Total,Married-Couple Families Estimate Total,Nonfamily Households Estimate Total,"Households Estimate Less Than $10,000","Families Estimate Less Than $10,000","Married-Couple Families Estimate Less Than $10,000","Nonfamily Households Estimate Less Than $10,000","Households Estimate $10,000 To $14,999","Families Estimate $10,000 To $14,999","Married-Couple Families Estimate $10,000 To $14,999","Nonfamily Households Estimate $10,000 To $14,999","Households Estimate $15,000 To $24,999","Families Estimate $15,000 To $24,999","Married-Couple Families Estimate $15,000 To $24,999","Nonfamily Households Estimate $15,000 To $24,999","Households Estimate $25,000 To $34,999","Families Estimate $25,000 To $34,999","Married-Couple Families Estimate $25,000 To $34,999","Nonfamily Households Estimate $25,000 To $34,999","Households Estimate $35,000 To $49,999","Families Estimate $35,000 To $49,999","Married-Couple Families Estimate $35,000 To $49,999","Nonfamily Households Estimate $35,000 To $49,999","Households Estimate $50,000 To $74,999","Families Estimate $50,000 To $74,999","Married-Couple Families Estimate $50,000 To $74,999","Nonfamily Households Estimate $50,000 To $74,999","Households Estimate $75,000 To $99,999","Families Estimate $75,000 To $99,999","Married-Couple Families Estimate $75,000 To $99,999","Nonfamily Households Estimate $75,000 To $99,999","Households Estimate $100,000 To $149,999","Families Estimate $100,000 To $149,999","Married-Couple Families Estimate $100,000 To $149,999","Nonfamily Households Estimate $100,000 To $149,999","Households Estimate $150,000 To $199,999","Families Estimate $150,000 To $199,999","Married-Couple Families Estimate $150,000 To $199,999","Nonfamily Households Estimate $150,000 To $199,999","Households Estimate $200,000 Or More","Families Estimate $200,000 Or More","Married-Couple Families Estimate $200,000 Or More","Nonfamily Households Estimate $200,000 Or More",Households Estimate Median Income (Dollars),Families Estimate Median Income (Dollars),Married-Couple Families Estimate Median Income (Dollars),Nonfamily Households Estimate Median Income (Dollars),Households Estimate Mean Income (Dollars),Families Estimate Mean Income (Dollars),Married-Couple Families Estimate Mean Income (Dollars),Nonfamily Households Estimate Mean Income (Dollars),Households Estimate Percent Imputed Household Income In The Past 12 Months,Families Estimate Percent Imputed Household Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Household Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Household Income In The Past 12 Months,Households Estimate Percent Imputed Family Income In The Past 12 Months,Families Estimate Percent Imputed Family Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Family Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Family Income In The Past 12 Months,Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months
2016,0400000US05,Arkansas,1141480,757729,557306,383751,8.9,5.5,1.9,17,7.2,3.9,2,14.4,13.5,10.5,7.2,19.9,12.2,11.5,10.1,14,15.2,15.6,15.2,14,17.9,20.3,22.5,12.1,10.1,12.9,15.7,4.1,9.4,12.6,15.9,2.7,2.8,3.7,4.8,0.8,2.6,3.5,4.6,0.8,42336,53123,63933,24202,58850,69867,81500,35008,31.3,(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),29
2016,0400000US06,California,12807387,8800019,6310537,4007368,5.7,4.2,1.7,10.8,4.9,3.1,1.7,9.7,9.1,7.8,5.5,12.9,8.7,8.1,6.5,10.3,11.8,11.5,10.1,12.4,16.5,16.5,16.1,16,12.1,12.8,13.8,9.9,15.2,17,20.1,10.1,7.3,8.6,10.8,3.8,8.7,10.4,13.6,4.1,63783,72952,89326,41858,91149,101373,118866,63209,33.3,(X),(X),(X),(X),33.9,(X),(X),(X),(X),(X),29.2
2016,0400000US08,Colorado,2051616,1318973,1019023,732643,5.6,3.2,1.2,10.8,3.9,2.1,1.1,7.6,8.6,5.9,3.9,14.1,9,7.4,5.8,12.5,12.9,11.6,9.9,15.7,18.2,18.3,18.1,17.8,13.5,15.4,16.8,9.2,15.4,19.1,22.4,7.7,6.5,8.6,10.4,2.4,6.3,8.4,10.4,2.1,62520,77130,89035,39418,84384,99363,112338,54136,29.2,(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),27.2
2016,0400000US09,Connecticut,1354713,894413,660846,460300,5.6,3.3,1,10.9,3.7,1.9,0.7,7.6,8.1,5,2.3,14.7,7.6,6.1,4.1,10.9,10.8,9.1,7.2,14.7,16.1,15.4,14.3,17.3,12.7,13.9,14.5,9.8,16.9,20.8,24.5,8.5,8.2,10.7,13.4,2.7,10.2,13.9,17.9,2.8,71755,91274,109657,40537,102616,123803,145850,57865,32.5,(X),(X),(X),(X),33.3,(X),(X),(X),(X),(X),29.4
2016,0400000US10,Delaware,348051,232569,167979,115482,5.8,3.7,1.3,11.2,3.6,1.9,0.7,7.4,8.8,6.2,3.9,14.8,9.5,8,5.7,13.2,13.3,11.9,10.1,16.6,18.7,19.1,18.8,17.6,13.7,15.7,17.4,8.9,15,18.7,22.7,6.5,6.1,7.8,10.1,2.1,5.4,7,9.2,1.7,61017,73831,87936,37383,80432,93114,108292,51260,35.1,(X),(X),(X),(X),35.5,(X),(X),(X),(X),(X),32.7
2016,0400000US11,District of Columbia,276546,121101,68707,155445,10.2,7.4,1.2,12.7,4.4,3.3,1.1,5.4,7.1,7,2.8,7.7,6.7,6.8,3,6.9,9.1,8.5,5.1,9.4,13.4,11.6,9.5,14.7,10.5,9.2,8.8,11.4,15.6,14.6,18.2,16.3,8.7,10.1,14.9,7.4,14.2,21.5,35.4,8,72935,89023,150788,62581,110614,139260,199246,85667,31.7,(X),(X),(X),(X),35.4,(X),(X),(X),(X),(X),27.8
2016,0400000US12,Florida,7393262,4759855,3436423,2633407,7.5,4.8,2.2,13.7,5.4,3.3,1.9,9.6,11.8,8.9,6.3,17.6,11.3,10.2,8.3,13.8,14.9,14.8,13.6,15.2,18.3,19.7,20.7,14.8,11.3,13.3,15.5,6.7,11.2,14,17.3,5.2,4,5.2,6.7,1.5,4.4,5.7,7.5,1.7,48900,59139,71059,31149,69936,81708,95407,45799,35.3,(X),(X),(X),(X),35.7,(X),(X),(X),(X),(X),33.3
2016,0400000US13,Georgia,3611706,2443757,1722551,1167949,8.3,5.7,1.9,15,5.5,3.5,1.6,10.1,10.9,8.9,5.6,15.9,10.4,9.4,7.5,12.8,13.9,13.3,12.2,15,18,18.8,19.9,15.6,11.6,13.4,16,7.2,12.1,14.9,19,5.4,4.6,6,8,1.6,4.6,6.1,8.2,1.5,51037,61328,76671,31611,71420,82647,99014,45115,34.8,(X),(X),(X),(X),35.7,(X),(X),(X),(X),(X),31.5
2016,0400000US15,Hawaii,452030,314721,235000,137309,5.6,3.1,1.4,12.7,3.4,2.1,1.3,6.9,7,4.6,3.4,12.8,7.1,6,4.6,10.5,10.9,10.1,9,13.8,18,18.1,17.3,18.3,14.2,15.6,16.6,10.5,18.6,22.1,24.8,9.2,7.9,9.4,11.1,3,7.3,8.8,10.6,2.2,71977,83451,93889,41693,91169,102538,113306,57080,34.8,(X),(X),(X),(X),35.8,(X),(X),(X),(X),(X),29.7
2016,0400000US16,Idaho,596107,408281,325918,187826,7,4.1,2,14.9,5.3,2.7,1.6,11.4,11.3,8.1,5.9,18.9,11.7,10.2,8.7,15.5,15.5,15.7,15,15.2,20,22.5,23.9,13.4,12.1,14.8,16.9,5.5,10.9,13.8,16.2,3.6,3.3,4.3,5.1,0.8,2.9,3.8,4.5,0.8,49174,59652,66700,27918,64513,75141,83198,38465,30.3,(X),(X),(X),(X),30,(X),(X),(X),(X),(X),29.5
2016,0400000US17,Illinois,4802124,3122597,2299549,1679527,7.1,4.3,1.3,13.5,4.4,2.6,1.2,8.3,9.6,6.7,3.9,15.7,9.2,7.6,5.8,12.3,12.6,11.7,10.3,14.2,17.5,17.9,18.1,16.2,12.7,14.7,16.4,8.6,14.5,18.2,22.1,6.9,6,8,10.1,2.1,6.2,8.3,10.8,2.1,59196,73714,88666,35106,81865,97197,113775,50656,32.9,(X),(X),(X),(X),33.9,(X),(X),(X),(X),(X),29.9
2016,0400000US18,Indiana,2513828,1654898,1230410,858930,7,4.5,1.4,13.2,5.1,2.8,1.2,9.9,11.2,7.5,4.5,19.1,11.1,9.1,7.1,15.5,15.1,14.4,13.3,16.4,19.4,21.4,22.9,14.6,12.6,15.7,18.6,5.8,11.8,15.5,19.4,3.8,3.6,4.9,6.2,0.9,3,4.1,5.3,0.8,50433,62748,74526,29856,66480,78680,91330,40226,30.1,(X),(X),(X),(X),29.9,(X),(X),(X),(X),(X),29
2016,0400000US19,Iowa,1242641,798664,631553,443977,6.1,3.3,1.1,12.3,4.9,2.2,1,10.2,10.2,6.1,3.7,18.3,10.4,8.1,6.1,15.1,14.2,13.1,11.6,16.3,19.8,21.7,22.6,15.4,13.9,17.4,20,6.5,13.1,17.7,21.3,3.9,4,5.6,6.9,0.9,3.5,4.7,5.7,1.1,54570,69419,79468,30838,70708,85136,95909,42056,30.3,(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),30.3
2016,0400000US20,Kansas,1115858,729881,567279,385977,6.3,3.3,1.2,13.1,4.9,2.5,1.1,9.8,10.2,6.7,4.1,17.7,10.7,8.4,6.4,15.5,14.5,13.3,12.1,16.6,19.4,20.9,21.9,15.3,12.7,15.9,18.1,5.8,13.1,17.5,20.9,4.2,4.3,5.9,7.3,1,4,5.5,6.8,1,53571,68231,78860,30805,71975,86732,98278,41511,29,(X),(X),(X),(X),29,(X),(X),(X),(X),(X),27.7
2016,0400000US21,Kentucky,1718217,1136651,833466,581566,9.7,6.1,2.4,18.2,6.7,4.3,2.3,12.1,12.4,9.6,6.5,18.6,11.2,10,8.3,13.9,14.4,14.2,13.9,14.4,17.8,19.8,21.7,13,11.1,13.9,16.8,5,10.6,14,17.7,3.3,3.1,4.3,5.5,0.7,2.9,3.8,4.9,0.9,44811,56522,68668,25668,61757,73193,85326,37044,30.5,(X),(X),(X),(X),30.7,(X),(X),(X),(X),(X),29
2016,0400000US22,Louisiana,1731398,1122841,749967,608557,10.1,6.5,1.8,18.3,6.7,4.3,1.8,11.7,12.6,10,5.8,17.9,10.7,9.6,7.5,12.8,13.3,13.1,12.1,13.8,16.3,17.8,19.5,12.8,10.8,13.1,16.3,5.9,11.6,15.1,20.4,4.3,4.1,5.5,7.7,1.4,3.7,5,7,1.1,45652,58068,76846,26350,65229,77509,95762,39832,35.8,(X),(X),(X),(X),36.9,(X),(X),(X),(X),(X),32
2016,0400000US23,Maine,551109,345631,268951,205478,6.8,3.6,1.3,13.2,6,2.8,1.4,12.1,11.3,7.5,5.1,18.4,11.2,9.7,8,14.2,14,13.5,12.4,14.9,19.2,21.5,22.6,14.6,12.7,16.1,18.6,6.2,12,15.9,19.1,4.2,3.6,5,6.1,1,3.3,4.4,5.4,1.3,50826,64294,74059,29166,67011,80057,90195,41718,26.5,(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),25.6
2016,0400000US24,Maryland,2177492,1455962,1037901,721530,5.1,3,1,10.2,3.2,1.8,0.8,6.3,6.6,4.4,2.4,11.8,7.1,5.9,3.9,10.4,10.5,9.2,7,13.7,16.9,15.9,14.1,18.9,13.3,14,14.4,11.3,18.4,21.3,24.7,11.2,9.2,11.6,14.7,3.6,9.7,12.9,17.1,2.7,76067,92049,111275,46978,100071,116461,137018,62164,33.4,(X),(X),(X),(X),34,(X),(X),(X),(X),(X),30.2
2016,0400000US25,Massachusetts,2558889,1627194,1200167,931695,6,3.5,1.1,11,5,2.4,1,9.9,8.2,5.4,3,13.7,7.4,6.1,4.2,10.3,10.2,9.2,7.3,12.4,15.5,14.9,13.8,16.4,12.5,13.8,14.5,9.7,17.2,20.7,24.4,10,8.5,11,13.8,3.5,9.6,13.1,16.9,3.1,70954,90180,108698,40726,97295,116766,137400,59709,33.9,(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),31.1
2016,0400000US26,Michigan,3860394,2498193,1833396,1362201,7.8,4.9,1.6,14.4,5.3,3.2,1.4,9.7,11.1,7.7,4.5,18.1,10.7,8.8,6.9,14.5,14.3,13.5,12.6,15.6,18.5,20.1,21.3,14.8,12,14.7,17.2,6.4,12.2,16.1,20.1,4.5,4.3,5.9,7.6,1,3.8,5.2,6.8,1.1,50803,63958,77110,30261,68928,82348,96369,41807,31,(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),29.6
2016,0400000US27,Minnesota,2135310,1380760,1087864,754550,5.1,2.8,0.9,10.3,4.2,1.9,0.8,8.8,8.7,5.2,3.1,15.9,8.7,6.7,4.9,13,12.8,11.1,9.4,16.3,18.7,19.1,18.8,17.5,14.1,16.6,18.4,8.5,15.9,20.4,23.9,6.6,6.1,8.4,10.1,1.6,5.7,7.9,9.7,1.5,63217,79595,91007,36468,83100,99626,112473,49413,26.6,(X),(X),(X),(X),26.2,(X),(X),(X),(X),(X),26
2016,0400000US28,Mississippi,1098803,746858,490336,351945,11.1,7.7,2.3,20.3,7.7,4.7,2.1,14.4,13.7,11.3,7.1,19.6,11.8,11.3,9.2,13,14.3,14.5,14,13.2,16.9,19.2,22.4,11.2,10.3,12.9,16.9,4.3,9.2,11.9,16.5,2.6,2.7,3.6,5.1,0.7,2.3,3,4.3,0.7,40528,50592,66340,22204,56358,66185,81818,33111,34.7,(X),(X),(X),(X),35.9,(X),(X),(X),(X),(X),30.3
2016,0400000US29,Missouri,2372362,1529363,1141179,842999,7.5,4.5,1.6,14.3,5.6,3.2,1.6,10.6,11.3,7.9,5,18.2,11.2,9.3,7.5,14.9,14.7,14.1,13,15.6,18.8,20.7,22.2,14.2,12,14.8,17.3,6,11.5,15.3,18.8,4.1,3.9,5.4,7,1,3.5,4.8,6.1,1.1,49593,62285,74004,29452,67210,80299,92849,40834,31.1,(X),(X),(X),(X),31.5,(X),(X),(X),(X),(X),29
2016,0400000US30,Montana,412653,256737,203825,155916,7.1,3.8,1.5,13.6,6,3,1.6,11.3,11.9,7.4,5.1,19.6,11.5,9.4,8.1,15.3,14.9,14.4,13.5,15.6,19,21.7,23.1,13.9,11.8,15.4,17.6,5.1,11.4,15.5,18.3,3.8,3.3,4.7,5.6,0.8,3.3,4.6,5.5,1,48380,63214,71539,28320,65401,79987,89345,39119,31.6,(X),(X),(X),(X),31.5,(X),(X),(X),(X),(X),30.3
2016,0400000US31,Nebraska,741581,478683,373987,262898,5.8,3.3,1.1,11.6,4.9,2.2,1,10.2,10.2,6.3,3.8,18,10.5,8.4,6.4,14.9,14.4,12.9,11.4,17.2,19.8,21.4,21.9,15.8,13.1,16.4,18.8,6.1,13.5,18.2,21.9,4.1,4.2,5.8,7.1,1.1,3.7,5.1,6.3,1,54384,69207,79938,31490,71166,85571,97006,42104,28.6,(X),(X),(X),(X),28.4,(X),(X),(X),(X),(X),27.8
2016,0400000US32,Nevada,1030701,658692,461458,372009,6.4,4.4,1.9,11.5,4.5,2.8,1.5,8.1,10.3,7.7,5,15.9,10.9,9.5,7.7,14.1,14.7,14.4,12.9,15.7,19.6,20.8,21.5,16.9,12.7,14.7,17,8.1,12.7,15.6,19.2,6.3,4.2,5.4,6.9,1.8,3.7,4.8,6.3,1.6,53094,62528,74341,35259,70855,80671,93512,49568,33.6,(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),30.3
2016,0400000US33,New Hampshire,521373,346476,273886,174897,4,2.2,0.8,8.7,3.8,1.6,0.7,8.5,8,4.7,2.7,15.5,8.3,6.3,4.5,12.9,12.1,10.7,8.9,15.9,18.3,18.3,17.7,17.7,14.3,16.5,18,8.9,17.3,21.4,24.7,7.7,7.4,9.6,11.5,2.3,6.6,8.7,10.5,2,68485,83709,94876,38783,87900,103069,115147,53395,28.3,(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),26.6
2016,0400000US34,New Jersey,3195014,2213123,1630545,981891,5.5,3.4,1.2,11.4,3.8,2.1,1,7.8,8,5.4,3.1,14.4,7.5,6.2,4.4,11,10.3,9.2,7.4,13.2,15.7,15.1,13.9,16.7,12.3,13.2,13.6,10,17.2,20.3,23.6,9.3,9,11.3,14,3.1,10.8,13.9,17.8,3.2,73702,90757,109338,40569,101634,118771,138863,58783,35.4,(X),(X),(X),(X),36.2,(X),(X),(X),(X),(X),31.7
2016,0400000US35,New Mexico,762551,490155,341504,272396,9.7,6.6,2.6,17.3,6.5,4.2,2.6,11,12.5,10.3,7.4,17.3,11,10.3,8.6,12.6,13.9,13.6,12.5,14.2,17.1,18.7,20.3,13.1,11.3,13.3,16,6.8,11,13.8,17.8,5.2,3.8,5.1,6.6,1.4,3.1,4.1,5.6,1.1,45674,55900,69765,28148,63057,73277,87094,41677,30.9,(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),27.1
2016,0400000US36,New York,7266187,4611982,3194081,2654205,7.7,4.8,1.7,13.7,5.1,3.3,1.8,8.8,9.5,7.4,4.7,13.9,8.7,7.7,5.9,10.7,11.5,10.9,9.3,12.6,16.2,16.5,16.1,15.5,11.9,13.2,14.5,9.1,14.6,17.6,21.3,8.6,6.7,8.5,10.9,3.2,8,10.2,13.7,3.8,60741,74036,92514,37716,89397,104233,125272,59813,37.5,(X),(X),(X),(X),39.5,(X),(X),(X),(X),(X),32.3
2016,0400000US37,North Carolina,3815392,2515338,1833772,1300054,7.7,5,1.7,14.1,6.1,3.5,1.6,11.6,11.5,8.9,5.7,17.5,11.4,10.1,7.9,14.3,14.7,14.3,13.3,15.3,18,19.5,21,14.3,11.6,14,16.9,6.1,11.1,14.3,18.1,4.4,3.9,5.2,6.8,1.2,3.9,5.3,6.9,1.2,48256,59667,73349,29633,67367,79446,93966,41625,30.6,(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),28.1
2016,0400000US38,North Dakota,305163,183466,147003,121697,6.1,3.2,1,11.3,4.6,1.9,0.8,9,8.8,5.1,3.5,15,9.7,6.9,5.2,14.5,13.6,11.6,9.8,17,18.6,19.5,19.9,16.6,13.9,17.3,19.4,7.8,15,20.5,24,5.6,5,7,8.2,1.7,4.9,6.9,8.2,1.7,59114,77277,86919,35176,78828,96309,107344,49357,30.5,(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),30.1
2016,0400000US39,Ohio,4601449,2940153,2139105,1661296,7.9,5,1.5,14.2,5.4,3.1,1.3,9.9,11.2,7.4,4.2,18.5,10.7,8.6,6.6,14.6,14.2,13.4,12.3,15.4,18.5,20.3,21.6,14.8,12.2,15,17.8,6.4,12.2,16.2,20.6,4.2,4.1,5.7,7.5,1.1,3.7,5.1,6.7,1,50674,64433,78321,29947,68341,82269,97066,41193,29.7,(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),27.8
2016,0400000US40,Oklahoma,1461500,967783,712650,493717,7.8,5,1.7,14.8,5.9,3.2,1.7,11.7,11.7,8.7,5.7,18.5,11.4,9.9,8.2,14.4,14.7,14.4,13.4,15.2,18.8,20.9,22.7,13.8,11.7,14.3,17,5.7,11,14.3,17.8,3.8,3.6,4.8,6.1,1.1,3.3,4.5,5.7,1,48038,59742,70973,28082,65458,77212,89754,39659,33.2,(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),31
2016,0400000US41,Oregon,1545745,979610,748102,566135,6.9,4.3,1.6,13,5.1,2.9,1.5,9.5,10.6,7.5,5.1,16.6,10.5,9.1,7.5,13.2,13.9,13.3,12.3,14.9,18.6,19.8,20.7,15.6,12.7,15,17.1,7.7,13,16.5,19.8,6.1,4.5,5.8,7.3,1.8,4.3,5.7,7.1,1.5,53270,65479,76663,32825,72013,84441,96338,47021,27.3,(X),(X),(X),(X),26.9,(X),(X),(X),(X),(X),26.1
2016,0400000US42,Pennsylvania,4961929,3195577,2383420,1766352,6.7,3.9,1.3,13,5.1,2.7,1.2,9.9,10.5,6.6,3.9,18.2,10,8.3,6.4,13.5,13.4,12.7,11.2,14.8,18.3,19.6,20,15.4,12.6,15.2,17.2,7.1,13.5,17.6,21.5,5.3,5,6.9,8.7,1.4,4.9,6.7,8.6,1.4,54895,69960,82969,31235,75235,90446,104769,44913,32.4,(X),(X),(X),(X),32.6,(X),(X),(X),(X),(X),30.8
2016,0400000US44,Rhode Island,410240,256464,180331,153776,7.7,4.3,1.3,14.5,5.5,2.7,1,10.6,9.5,6.7,3.6,15.1,9,7.7,5.4,11.3,12.1,11.1,9.2,14.1,16.7,17.2,16.5,15.9,12.8,15.2,17.4,7.9,15,19.4,24.5,6.6,6.2,8.4,11,2.2,5.5,7.5,10,1.9,58387,75655,93371,33407,79024,95033,113357,49079,33.8,(X),(X),(X),(X),34.3,(X),(X),(X),(X),(X),31.5
2016,0400000US45,South Carolina,1839041,1220791,863581,618250,8.5,5.5,1.8,15.7,6.2,3.6,1.5,11.8,11.9,9.1,5.6,18.1,11.4,10.3,8,14,14.7,14.4,13.6,14.9,18.2,19.8,21.6,13.9,11.5,14.1,17.3,5.7,10.9,14.2,18.5,3.8,3.6,4.8,6.3,1.1,3.2,4.2,5.7,1,46898,58158,72386,27613,64115,75385,90142,39592,34,(X),(X),(X),(X),34.2,(X),(X),(X),(X),(X),32.4
2016,0400000US46,South Dakota,333536,213665,167227,119871,6.2,3.7,1.2,11.6,5.2,2.4,1.1,10.8,10.1,6.6,3.9,17.5,11.1,8.7,6.3,16.1,15.3,13.9,12.3,18.1,19.7,21.6,23.1,15,13.8,17.6,20.9,5.7,11.7,16,19.5,3.3,3.4,4.7,5.8,1,3.5,4.8,5.8,1,52078,66825,77139,31112,68419,82370,93769,40940,27.8,(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),26.4
2016,0400000US47,Tennessee,2522204,1674753,1222476,847451,8.3,5.4,1.9,15.3,6.1,3.6,1.8,11.5,12.3,9.3,6.2,18.8,11.6,10.3,8.5,14.3,14.7,14.5,13.5,15,18.3,20.2,22,13.7,11.3,13.8,16.7,5.5,10.5,13.5,17,3.9,3.6,4.8,6.2,1,3.5,4.7,6.1,1.1,46574,57747,70066,27636,65368,77112,90455,39913,32.6,(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),30.5
2016,0400000US48,Texas,9289554,6450049,4657767,2839505,6.9,4.7,1.8,13.5,4.9,3.4,1.8,9,10.3,8.5,5.7,15.4,10.1,9.3,7.4,12.5,13.5,12.9,11.5,14.7,17.8,18.1,18.5,16.5,11.9,13.3,15.2,7.8,13.4,16.1,20,6.5,5.3,6.6,8.6,2,5.7,7.2,9.5,2.1,54727,64585,79930,34543,77585,88231,104140,49896,32.3,(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),28.3
2016,0400000US49,Utah,918367,690208,564055,228159,4.7,3,1.4,11,3.6,2.2,1.3,8.4,8.1,5.8,4.2,16.1,8.9,7.5,6.4,13.4,13.5,12.7,11.8,16.5,21,21.9,22.3,17.4,15.1,17,18.5,8.2,15.4,18.1,20.6,5.8,5.3,6.2,7.2,1.7,4.6,5.5,6.4,1.5,62518,71058,78302,35780,79414,88127,96125,48660,28.7,(X),(X),(X),(X),28.1,(X),(X),(X),(X),(X),28.1
2016,0400000US50,Vermont,257107,158252,124653,98855,5.5,3.3,1,10.2,5.6,2.4,0.9,11.4,10.1,6.2,4,17.1,9.9,7.8,5.9,13.6,13.4,12.5,11.2,15.1,19.2,20.4,21.2,16.8,14,17.1,19.3,8,13.7,18.4,21.9,4.9,4.6,6.2,7.7,1.6,4,5.6,6.9,1.2,56104,71465,82247,33129,73016,88340,99828,45257,28.3,(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),27.6
2016,0400000US51,Virginia,3090178,2067943,1557225,1022235,5.7,3.5,1.2,11,4,2.2,1,8.1,8.1,5.7,3.3,13.6,8.3,7,5.2,11.3,12,11.1,9.3,14.3,17.3,17.4,17.2,16.6,12.8,14.1,15.4,9.5,15.9,18.6,21.8,9.6,7.4,9.2,11.3,3.3,8.5,11.2,14.2,2.7,66149,80068,95215,40812,90881,105488,121766,57852,31.1,(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),29.3
2016,0400000US53,Washington,2696606,1738213,1345659,958393,5.9,3.5,1.3,11.6,4,2.3,1.2,7.5,8.4,5.7,3.5,14,8.7,7.1,5.4,12.2,12.7,11.5,10.2,15,18.4,18.9,18.9,17.2,13.4,15.2,16.7,9.4,15.6,19.2,22.4,8.2,6.5,8.4,10.2,2.6,6.3,8.4,10.3,2.2,62848,76507,88592,39131,84022,98185,111389,54528,27.3,(X),(X),(X),(X),27.3,(X),(X),(X),(X),(X),25.5
2016,0400000US54,West Virginia,739397,478833,360290,260564,9.7,6,2.3,18.2,6.6,3.7,2.2,12.5,13.8,9.8,7.1,21.4,11.8,10.6,9.3,14.2,14.9,15.7,15.8,12.9,17.7,20.8,22.6,11.4,10.8,13.8,16.4,4.7,9.6,12.8,15.7,3.1,2.8,3.8,4.8,0.8,2.3,3,3.8,0.8,42644,54409,63984,23756,57779,68895,78693,35006,31.8,(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),29.7
2016,0400000US55,Wisconsin,2310246,1471314,1136924,838932,5.7,3.3,1.1,10.8,5,2.5,0.9,9.9,10.4,6.3,3.7,18.2,10.4,8.1,6.3,14.7,14.2,12.9,11.4,16.7,19.5,20.9,21.6,16.4,13.6,17,19.7,6.8,13.5,18.2,22,4.4,4.2,5.8,7.2,1,3.6,5,6.1,1,54610,69925,80798,32060,71459,85975,97913,43382,28.2,(X),(X),(X),(X),27.6,(X),(X),(X),(X),(X),27.9
2016,0400000US56,Wyoming,226985,147961,117587,79024,4.9,3.2,1.3,9.8,4.6,2.1,1.2,9.3,9.7,5.9,3.8,17.5,9.8,7.6,6.1,14.7,13.6,12.1,10.8,15.9,18.7,20.2,20.2,15.8,14.2,17.3,19.3,7.8,16.1,20.7,24.1,6.3,5,6.6,7.9,1.6,3.5,4.4,5.3,1.4,59143,73654,83196,33857,74667,86557,96248,49100,31.4,(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),30
2016,0400000US72,Puerto Rico,1237180,867816,490107,369364,28.8,23.4,12.4,44.5,11.7,10.2,9.3,15.8,18.3,19,19.1,17,12.2,13.8,14.9,8.2,11.6,13.3,15.9,6.5,9.5,11.1,14.8,4.6,3.7,4.4,6.1,1.6,2.6,3,4.6,1.1,0.8,1,1.5,0.4,0.7,0.9,1.4,0.3,19606,23417,30859,11562,30962,34710,44188,19631,27.5,(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),21.6
2017,GEO_ID,NAME,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E,S1901_C02_001E,S1901_C02_002E,S1901_C02_003E,S1901_C02_004E,S1901_C02_005E,S1901_C02_006E,S1901_C02_007E,S1901_C02_008E,S1901_C02_009E,S1901_C02_010E,S1901_C02_011E,S1901_C02_012E,S1901_C02_013E,S1901_C02_014E,S1901_C02_015E,S1901_C02_016E,S1901_C03_001E,S1901_C03_002E,S1901_C03_003E,S1901_C03_004E,S1901_C03_005E,S1901_C03_006E,S1901_C03_007E,S1901_C03_008E,S1901_C03_009E,S1901_C03_010E,S1901_C03_011E,S1901_C03_012E,S1901_C03_013E,S1901_C03_014E,S1901_C03_015E,S1901_C03_016E,S1901_C04_001E,S1901_C04_002E,S1901_C04_003E,S1901_C04_004E,S1901_C04_005E,S1901_C04_006E,S1901_C04_007E,S1901_C04_008E,S1901_C04_009E,S1901_C04_010E,S1901_C04_011E,S1901_C04_012E,S1901_C04_013E,S1901_C04_014E,S1901_C04_015E,S1901_C04_016E
