Acsst5Y2010.S0101-Data.1.2,Geography,Geographic Area Name,Total  Estimate  Total Population,Male  Estimate  Total Population,Female  Estimate  Total Population,Total  Estimate  Age Under 5 Years,Male  Estimate  Age Under 5 Years,Female  Estimate  Age Under 5 Years,Total  Estimate  Age 5 To 9 Years,Male  Estimate  Age 5 To 9 Years,Female  Estimate  Age 5 To 9 Years,Total  Estimate  Age 10 To 14 Years,Male  Estimate  Age 10 To 14 Years,Female  Estimate  Age 10 To 14 Years,Total  Estimate  Age 15 To 19 Years,Male  Estimate  Age 15 To 19 Years,Female  Estimate  Age 15 To 19 Years,Total  Estimate  Age 20 To 24 Years,Male  Estimate  Age 20 To 24 Years,Female  Estimate  Age 20 To 24 Years,Total  Estimate  Age 25 To 29 Years,Male  Estimate  Age 25 To 29 Years,Female  Estimate  Age 25 To 29 Years,Total  Estimate  Age 30 To 34 Years,Male  Estimate  Age 30 To 34 Years,Female  Estimate  Age 30 To 34 Years,Total  Estimate  Age 35 To 39 Years,Male  Estimate  Age 35 To 39 Years,Female  Estimate  Age 35 To 39 Years,Total  Estimate  Age 40 To 44 Years,Male  Estimate  Age 40 To 44 Years,Female  Estimate  Age 40 To 44 Years,Total  Estimate  Age 45 To 49 Years,Male  Estimate  Age 45 To 49 Years,Female  Estimate  Age 45 To 49 Years,Total  Estimate  Age 50 To 54 Years,Male  Estimate  Age 50 To 54 Years,Female  Estimate  Age 50 To 54 Years,Total  Estimate  Age 55 To 59 Years,Male  Estimate  Age 55 To 59 Years,Female  Estimate  Age 55 To 59 Years,Total  Estimate  Age 60 To 64 Years,Male  Estimate  Age 60 To 64 Years,Female  Estimate  Age 60 To 64 Years,Total  Estimate  Age 65 To 69 Years,Male  Estimate  Age 65 To 69 Years,Female  Estimate  Age 65 To 69 Years,Total  Estimate  Age 70 To 74 Years,Male  Estimate  Age 70 To 74 Years,Female  Estimate  Age 70 To 74 Years,Total  Estimate  Age 75 To 79 Years,Male  Estimate  Age 75 To 79 Years,Female  Estimate  Age 75 To 79 Years,Total  Estimate  Age 80 To 84 Years,Male  Estimate  Age 80 To 84 Years,Female  Estimate  Age 80 To 84 Years,Total  Estimate  Age 85 Years And Over,Male  Estimate  Age 85 Years And Over,Female  Estimate  Age 85 Years And Over,Total  Estimate  Selected Age Categories 5 To 14 Years,Male  Estimate  Selected Age Categories 5 To 14 Years,Female  Estimate  Selected Age Categories 5 To 14 Years,Total  Estimate  Selected Age Categories 15 To 17 Years,Male  Estimate  Selected Age Categories 15 To 17 Years,Female  Estimate  Selected Age Categories 15 To 17 Years,Total  Estimate  Selected Age Categories 18 To 24 Years,Male  Estimate  Selected Age Categories 18 To 24 Years,Female  Estimate  Selected Age Categories 18 To 24 Years,Total  Estimate  Selected Age Categories 15 To 44 Years,Male  Estimate  Selected Age Categories 15 To 44 Years,Female  Estimate  Selected Age Categories 15 To 44 Years,Total  Estimate  Selected Age Categories 16 Years And Over,Male  Estimate  Selected Age Categories 16 Years And Over,Female  Estimate  Selected Age Categories 16 Years And Over,Total  Estimate  Selected Age Categories 18 Years And Over,Male  Estimate  Selected Age Categories 18 Years And Over,Female  Estimate  Selected Age Categories 18 Years And Over,Total  Estimate  Selected Age Categories 60 Years And Over,Male  Estimate  Selected Age Categories 60 Years And Over,Female  Estimate  Selected Age Categories 60 Years And Over,Total  Estimate  Selected Age Categories 62 Years And Over,Male  Estimate  Selected Age Categories 62 Years And Over,Female  Estimate  Selected Age Categories 62 Years And Over,Total  Estimate  Selected Age Categories 65 Years And Over,Male  Estimate  Selected Age Categories 65 Years And Over,Female  Estimate  Selected Age Categories 65 Years And Over,Total  Estimate  Selected Age Categories 75 Years And Over,Male  Estimate  Selected Age Categories 75 Years And Over,Female  Estimate  Selected Age Categories 75 Years And Over,Total  Estimate  Summary Indicators Median Age (Years),Male  Estimate  Summary Indicators Median Age (Years),Female  Estimate  Summary Indicators Median Age (Years),Total  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Male  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Female  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Total  Estimate  Summary Indicators Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Total  Estimate  Percent Imputed Sex,Male  Estimate  Percent Imputed Sex,Female  Estimate  Percent Imputed Sex,Total  Estimate  Percent Imputed Age,Male  Estimate  Percent Imputed Age,Female  Estimate  Percent Imputed Age
2015,0400000US45,South Carolina,4777576,2322409,2455167,6.1,6.4,5.9,6.4,6.7,6.1,6.3,6.6,6,6.6,7,6.2,7.3,7.7,7,6.6,6.7,6.4,6.3,6.4,6.2,6,6,6,6.5,6.5,6.4,6.6,6.6,6.7,7,6.9,7.1,6.7,6.5,6.9,6.3,6.1,6.6,5.4,5.2,5.6,3.8,3.7,4,2.6,2.4,2.8,1.8,1.5,2.1,1.6,1.1,2.1,12.7,13.3,12.2,3.8,4,3.6,10.2,10.8,9.6,39.3,40.4,38.2,79.9,79,80.8,77.4,76.3,78.4,21.5,19.9,23.1,19,17.4,20.5,15.2,13.8,16.6,6,4.9,7,38.6,37,40.1,94.6,(X),(X),60.9,(X),(X),24.5,(X),(X),36.4,(X),(X),0.1,(X),(X),1.4,(X),(X)
2015,0400000US46,South Dakota,843190,423477,419713,7.1,7.2,7,7,7.2,6.9,6.5,6.7,6.3,6.8,7,6.7,7.2,7.5,6.9,6.6,6.9,6.4,6.5,6.6,6.4,5.7,5.9,5.6,5.6,5.7,5.5,6,6,5.9,7,7,7,6.9,6.9,6.9,6.1,6.1,6.1,4.5,4.6,4.4,3.3,3.1,3.5,2.6,2.3,2.9,2.2,1.8,2.5,2.4,1.6,3.2,13.5,13.9,13.2,4,4.1,3.9,10,10.4,9.7,38.5,39.6,37.4,78,77.5,78.6,75.4,74.8,75.9,21,19.4,22.6,18.4,16.8,20,14.9,13.3,16.5,7.1,5.7,8.6,36.8,35.7,38.1,100.9,(X),(X),65.4,(X),(X),24.6,(X),(X),40.7,(X),(X),0.1,(X),(X),1.2,(X),(X)
2015,0400000US47,Tennessee,6499615,3167756,3331859,6.2,6.5,5.9,6.4,6.6,6.1,6.5,6.9,6.2,6.5,6.8,6.2,7.1,7.3,6.8,6.5,6.6,6.5,6.5,6.6,6.4,6.3,6.3,6.2,6.7,6.8,6.6,6.8,6.9,6.7,7.1,7.1,7.1,6.8,6.6,6.9,6.1,5.9,6.2,5,4.9,5.1,3.6,3.4,3.8,2.6,2.3,2.8,1.8,1.5,2.1,1.6,1.1,2.2,12.9,13.5,12.3,3.9,4.1,3.7,9.6,10,9.3,39.6,40.5,38.7,79.6,78.7,80.5,77,76,78.1,20.7,19,22.3,18.2,16.5,19.7,14.6,13.1,16.1,6,4.8,7.2,38.4,37.1,39.7,95.1,(X),(X),60.2,(X),(X),23.4,(X),(X),36.8,(X),(X),0.1,(X),(X),1.2,(X),(X)
2015,0400000US48,Texas,26538614,13171316,13367298,7.4,7.6,7.1,7.5,7.8,7.3,7.4,7.6,7.2,7.2,7.5,6.9,7.4,7.6,7.1,7.3,7.5,7.1,7.2,7.3,7.1,6.8,6.8,6.7,6.8,6.8,6.8,6.5,6.5,6.5,6.6,6.5,6.6,5.9,5.8,6,5,4.8,5.2,3.8,3.7,4,2.7,2.5,2.9,2,1.7,2.2,1.4,1.2,1.6,1.3,0.9,1.7,14.9,15.3,14.5,4.3,4.5,4.2,10.2,10.6,9.8,42.6,43.5,41.7,76.3,75.6,76.9,73.4,72.6,74.1,16.2,14.8,17.6,14.1,12.7,15.4,11.2,10,12.4,4.6,3.8,5.5,34.1,33,35.1,98.5,(X),(X),60.7,(X),(X),18,(X),(X),42.8,(X),(X),0.1,(X),(X),1.2,(X),(X)
2015,0400000US49,Utah,2903379,1459229,1444150,8.8,9,8.6,8.8,9,8.7,8.6,8.8,8.3,7.7,7.8,7.7,8.4,8.5,8.3,7.4,7.5,7.4,7.8,7.9,7.7,7,7,6.9,5.9,6,5.8,5.2,5.2,5.2,5.3,5.3,5.4,5,4.9,5.1,4.3,4.2,4.4,3.3,3.1,3.4,2.3,2.2,2.5,1.8,1.6,1.9,1.2,1.1,1.4,1.1,0.9,1.4,17.4,17.8,17,4.7,4.9,4.6,11.4,11.5,11.4,44.2,44.8,43.7,72.2,71.6,72.8,69.1,68.4,69.8,14,13.1,15,12.2,11.3,13.2,9.7,8.9,10.6,4.1,3.6,4.7,30.1,29.6,30.6,101,(X),(X),68.5,(X),(X),16.4,(X),(X),52.1,(X),(X),0.1,(X),(X),1.7,(X),(X)
2015,0400000US50,Vermont,626604,308573,318031,4.9,5.1,4.6,5.3,5.5,5.1,5.7,6.1,5.4,7.2,7.4,6.9,7.2,7.6,6.9,5.7,5.8,5.5,5.7,5.7,5.7,5.5,5.5,5.5,6.2,6.3,6.2,7,6.9,7,8.1,8,8.2,8.1,8.1,8,7.2,7.1,7.3,5.5,5.5,5.6,3.9,3.8,3.9,2.7,2.5,2.9,2.1,1.7,2.5,2.1,1.5,2.7,11.1,11.6,10.6,3.7,3.9,3.6,10.6,11.1,10.2,37.5,38.3,36.7,82.8,82,83.7,80.3,79.4,81.2,23.5,22.1,24.9,20.5,19.2,21.7,16.3,15,17.6,6.9,5.7,8.1,42.4,41.2,43.6,97,(X),(X),56.2,(X),(X),25.5,(X),(X),30.7,(X),(X),0.1,(X),(X),1.1,(X),(X)
2015,0400000US51,Virginia,8256630,4060948,4195682,6.2,6.5,6,6.3,6.5,6.1,6.3,6.6,6,6.6,6.9,6.4,7.2,7.5,6.8,7.1,7.3,6.8,6.9,7.1,6.8,6.4,6.5,6.3,6.8,6.9,6.8,7.1,7.1,7.1,7.3,7.3,7.4,6.6,6.5,6.8,5.8,5.6,6,4.5,4.4,4.7,3.3,3,3.5,2.2,2,2.5,1.6,1.4,1.9,1.6,1.1,2.2,12.6,13.1,12.1,3.8,3.9,3.7,10,10.4,9.6,41,42.1,40,79.9,79.1,80.7,77.4,76.5,78.3,19.1,17.5,20.7,16.7,15.1,18.2,13.3,11.9,14.7,5.5,4.5,6.6,37.6,36.3,39,96.8,(X),(X),56.1,(X),(X),20.8,(X),(X),35.2,(X),(X),0.1,(X),(X),1.5,(X),(X)
2015,0400000US53,Washington,6985464,3487725,3497739,6.4,6.5,6.2,6.3,6.5,6.1,6.3,6.4,6.2,6.3,6.5,6.1,7,7.3,6.7,7.2,7.5,7,7.1,7.2,7,6.5,6.6,6.4,6.6,6.7,6.5,6.6,6.7,6.6,7.1,7,7.1,6.8,6.6,6.9,6.1,5.9,6.3,4.7,4.6,4.9,3.2,3.1,3.4,2.2,2,2.4,1.6,1.4,1.9,1.8,1.2,2.3,12.6,13,12.3,3.8,3.9,3.7,9.6,9.9,9.2,40.8,41.9,39.8,79.7,79.2,80.2,77.1,76.6,77.7,19.7,18.2,21.1,17.1,15.7,18.5,13.6,12.3,14.8,5.6,4.7,6.6,37.4,36.4,38.5,99.7,(X),(X),57.3,(X),(X),21.4,(X),(X),36,(X),(X),0.1,(X),(X),1.4,(X),(X)
2015,0400000US54,West Virginia,1851420,913631,937789,5.6,5.7,5.4,5.7,5.9,5.5,5.8,6,5.6,6.1,6.4,5.8,6.7,6.9,6.5,5.8,6,5.6,6,6.2,5.9,6,6.1,5.9,6.5,6.6,6.3,6.6,6.8,6.5,7.3,7.2,7.3,7.5,7.3,7.6,7.2,7.2,7.2,5.7,5.6,5.8,4.1,4,4.3,3.1,2.8,3.4,2.2,1.8,2.6,2.1,1.4,2.8,11.5,11.9,11.1,3.6,3.7,3.5,9.2,9.6,8.9,37.1,38.2,36,81.7,81,82.3,79.3,78.6,80.1,24.4,22.8,26,21.4,19.8,23,17.2,15.6,18.9,7.4,6,8.8,41.8,40.6,43,97.4,(X),(X),61,(X),(X),27.8,(X),(X),33.3,(X),(X),0.1,(X),(X),1,(X),(X)
2015,0400000US55,Wisconsin,5742117,2851385,2890732,6,6.2,5.8,6.4,6.5,6.2,6.5,6.7,6.2,6.8,7,6.6,6.9,7.1,6.8,6.3,6.4,6.1,6.4,6.6,6.3,5.9,6.1,5.8,6.2,6.3,6.1,6.9,6.9,6.8,7.6,7.6,7.6,7.1,7.2,7.1,6.2,6.2,6.2,4.6,4.6,4.7,3.4,3.2,3.6,2.6,2.3,2.8,2,1.7,2.3,2.2,1.4,2.9,12.9,13.3,12.5,3.9,4.1,3.8,9.7,10,9.5,38.5,39.4,37.6,79.8,79.2,80.4,77.2,76.5,77.9,21,19.4,22.5,18.4,16.8,19.9,14.8,13.2,16.3,6.7,5.4,8,39,37.8,40.1,98.6,(X),(X),60.2,(X),(X),23.7,(X),(X),36.5,(X),(X),0.1,(X),(X),1.1,(X),(X)
2015,0400000US56,Wyoming,579679,295561,284118,6.7,6.6,6.7,6.7,6.5,6.9,6.6,7,6.3,6.4,6.6,6.1,7.4,7.7,7,7,7.3,6.8,7,7.1,6.9,6.1,6.3,6,5.9,5.9,5.8,5.9,5.9,5.9,7.1,6.9,7.4,7.3,7.3,7.4,6.4,6.4,6.4,4.7,4.7,4.6,3.2,2.9,3.5,2.3,2.1,2.4,1.7,1.5,2,1.6,1.1,2,13.3,13.5,13.1,3.8,3.9,3.7,9.9,10.4,9.5,39.7,40.9,38.6,78.8,78.6,79,76.2,76,76.5,19.9,18.9,21,17.1,16.1,18.2,13.5,12.4,14.5,5.6,4.7,6.4,36.8,35.9,37.9,104,(X),(X),59.3,(X),(X),21.4,(X),(X),37.8,(X),(X),0.1,(X),(X),1.5,(X),(X)
2015,0400000US72,Puerto Rico,3583073,1713860,1869213,5.5,5.9,5.1,6,6.5,5.5,6.7,7.2,6.3,7.2,7.7,6.8,7.2,7.7,6.9,6.3,6.5,6.2,6.4,6.4,6.4,6.3,6.2,6.3,6.5,6.5,6.5,6.6,6.5,6.7,6.6,6.4,6.8,6.1,5.8,6.4,6,5.7,6.3,5.4,5.1,5.6,4.2,3.9,4.4,3.1,2.7,3.3,2.1,1.8,2.3,2,1.5,2.4,12.7,13.6,11.8,4.3,4.6,4,10.2,10.8,9.6,39.9,41,38.9,80.5,79,81.8,77.6,75.9,79.1,22.7,20.9,24.4,20.3,18.5,21.9,16.6,15.1,18,7.1,6.1,8,38.7,36.7,40.5,91.7,(X),(X),64.1,(X),(X),27.3,(X),(X),36.8,(X),(X),0.1,(X),(X),1.4,(X),(X)
2016,0400000US01,Alabama,4841164,2346193,2494971,6,6.3,5.8,6.3,6.7,6,6.5,6.8,6.2,6.7,7.1,6.4,7.1,7.3,6.9,6.6,6.7,6.5,6.3,6.4,6.3,6.1,6.1,6.1,6.4,6.5,6.3,6.5,6.5,6.5,7.1,7,7.1,6.9,6.8,6.9,6.1,6,6.3,5.2,5,5.4,3.8,3.6,4,2.7,2.4,3.1,1.9,1.6,2.2,1.7,1.1,2.2,12.8,13.5,12.2,4,4.2,3.8,9.8,10.2,9.4,39.2,40.1,38.4,79.8,78.8,80.8,77.2,76,78.3,21.5,19.7,23.2,18.9,17.2,20.6,15.3,13.7,16.9,6.4,5.1,7.5,38.6,37.1,40,94,(X),(X),61.7,(X),(X),24.8,(X),(X),36.9,(X),(X),0.1,(X),(X),1.8,(X),(X)
2016,0400000US02,Alaska,736855,385296,351559,7.4,7.2,7.5,7.1,6.9,7.4,6.9,6.9,6.8,6.7,6.8,6.5,8.1,8.7,7.3,8.3,8.4,8.2,7.4,7.5,7.3,6.4,6.5,6.3,6.1,5.9,6.2,6.4,6.4,6.4,7.1,7.1,7.1,7.1,6.9,7.3,5.7,5.8,5.6,3.9,3.9,3.9,2.5,2.4,2.6,1.4,1.4,1.4,0.9,0.7,1.1,0.8,0.5,1.1,14,13.8,14.2,4.1,4,4.2,10.7,11.6,9.7,42.9,43.9,41.9,77.2,77.5,76.8,74.5,74.9,74.1,15.1,14.7,15.6,12.5,12.1,12.9,9.4,8.9,10,3.1,2.6,3.6,33.6,33.3,34,109.6,(X),(X),53.5,(X),(X),14.4,(X),(X),39.1,(X),(X),0.1,(X),(X),2.3,(X),(X)
2016,0400000US04,Arizona,6728577,3344106,3384471,6.5,6.6,6.3,6.8,7,6.6,6.8,6.9,6.6,6.8,7,6.6,7.2,7.5,6.9,6.8,7.1,6.5,6.6,6.8,6.4,6.2,6.3,6,6.3,6.3,6.2,6.1,6.1,6.1,6.4,6.3,6.4,6,5.8,6.3,5.8,5.5,6.1,5.2,4.9,5.5,4,3.8,4.2,2.9,2.8,3,2,1.8,2.1,1.8,1.4,2.2,13.6,13.9,13.2,4.1,4.2,3.9,9.9,10.4,9.5,39.8,41,38.6,78.6,78.1,79.2,75.9,75.3,76.6,21.7,20.2,23.1,19.3,18,20.7,15.9,14.7,17.1,6.7,6,7.4,37.1,35.8,38.4,98.8,(X),(X),66.6,(X),(X),26.5,(X),(X),40.1,(X),(X),0.1,(X),(X),1.8,(X),(X)
2016,0400000US05,Arkansas,2968472,1456694,1511778,6.4,6.7,6.2,6.8,7.1,6.5,6.6,6.8,6.4,6.8,7,6.5,6.9,7.2,6.7,6.5,6.6,6.4,6.4,6.6,6.3,6.1,6.2,6,6.2,6.3,6.2,6.2,6.3,6.2,6.8,6.8,6.8,6.5,6.4,6.7,5.9,5.8,6.1,5.2,5,5.3,3.9,3.6,4.2,2.8,2.5,3,2,1.7,2.3,1.8,1.3,2.4,13.4,13.9,12.8,4,4.2,3.9,9.7,10.1,9.3,39.1,40,38.2,78.8,77.9,79.7,76.2,75.2,77.1,21.6,19.9,23.2,19.2,17.5,20.7,15.7,14.1,17.2,6.6,5.5,7.7,37.7,36.4,39.2,96.4,(X),(X),65.3,(X),(X),25.9,(X),(X),39.4,(X),(X),0.1,(X),(X),1.4,(X),(X)
2016,0400000US06,California,38654206,19200970,19453236,6.5,6.7,6.3,6.6,6.7,6.4,6.6,6.7,6.4,6.8,7,6.6,7.5,7.8,7.2,7.6,7.8,7.3,7.2,7.4,7,6.7,6.7,6.6,6.7,6.7,6.6,6.7,6.8,6.7,6.8,6.8,6.8,6.3,6.1,6.4,5.4,5.2,5.6,4.3,4,4.5,3,2.8,3.2,2.2,2,2.4,1.6,1.4,1.9,1.8,1.3,2.2,13.1,13.5,12.8,4,4.2,3.9,10.2,10.7,9.8,42.4,43.5,41.2,79.1,78.5,79.6,76.4,75.7,77,18.3,16.6,19.9,16,14.4,17.5,12.9,11.4,14.3,5.6,4.6,6.5,36,34.9,37.1,98.7,(X),(X),57.5,(X),(X),20.3,(X),(X),37.3,(X),(X),0.1,(X),(X),1.9,(X),(X)
2016,0400000US08,Colorado,5359295,2689636,2669659,6.3,6.4,6.1,6.6,6.8,6.5,6.6,6.7,6.5,6.4,6.6,6.3,7.1,7.4,6.8,7.5,7.7,7.2,7.4,7.6,7.2,6.9,7,6.7,6.6,6.8,6.5,6.5,6.5,6.5,6.9,6.8,7,6.7,6.5,6.8,5.9,5.8,6,4.6,4.5,4.8,3,2.8,3.2,2.1,1.9,2.3,1.4,1.2,1.7,1.5,1,1.9,13.2,13.5,12.9,3.8,3.9,3.7,9.8,10.1,9.4,42,43.2,40.7,79.2,78.8,79.6,76.7,76.3,77.2,18.5,17.2,19.9,16,14.7,17.3,12.7,11.4,13.9,5,4.1,5.9,36.4,35.5,37.4,100.7,(X),(X),56,(X),(X),19.7,(X),(X),36.3,(X),(X),0.1,(X),(X),1.4,(X),(X)
2016,0400000US09,Connecticut,3588570,1750270,1838300,5.3,5.5,5,5.9,6.2,5.6,6.4,6.7,6.1,7,7.4,6.7,6.7,7.2,6.3,6.1,6.4,5.9,6.1,6.2,6,5.8,5.8,5.7,6.5,6.4,6.5,7.3,7.3,7.4,7.9,7.8,7.9,7.4,7.4,7.3,6.2,6.1,6.4,5,4.8,5.1,3.5,3.3,3.7,2.6,2.3,2.8,2,1.6,2.3,2.5,1.6,3.2,12.2,12.8,11.7,4.1,4.3,3.9,9.7,10.3,9.2,38.2,39.5,37.1,81.1,80.2,82,78.4,77.4,79.4,21.7,19.7,23.6,19,17.1,20.8,15.5,13.6,17.2,7,5.6,8.4,40.6,38.8,42.1,95.2,(X),(X),58.8,(X),(X),24.6,(X),(X),34.2,(X),(X),0.1,(X),(X),1.5,(X),(X)
2016,0400000US10,Delaware,934695,452416,482279,5.9,6.3,5.7,6.1,6.2,6,6.1,6.6,5.7,6.5,6.8,6.2,6.8,7.1,6.6,6.8,7.1,6.6,6.3,6.4,6.2,5.9,5.9,5.9,5.9,6,5.8,6.7,6.6,6.7,7.2,7.2,7.3,7,6.7,7.3,6.2,6.1,6.3,5.6,5.3,5.9,4.1,4,4.2,2.9,2.7,3.1,1.9,1.7,2.1,1.9,1.4,2.4,12.2,12.7,11.7,3.7,3.9,3.5,9.6,9.9,9.3,38.2,39.2,37.3,80.6,79.6,81.5,78.2,77.1,79.2,22.7,21.2,24.1,20.1,18.7,21.5,16.5,15.1,17.7,6.7,5.8,7.6,39.6,38,41.1,93.8,(X),(X),62.1,(X),(X),26.7,(X),(X),35.4,(X),(X),0.1,(X),(X),1.5,(X),(X)
2016,0400000US11,District of Columbia,659009,312629,346380,6.4,6.8,5.9,4.9,5.2,4.6,3.8,3.9,3.6,5.8,5.7,5.8,8.9,8.7,9.2,11.9,11.5,12.2,10.8,10.9,10.7,7.7,7.9,7.4,6.4,6.9,6,5.8,6.2,5.5,5.9,6.2,5.6,5.5,5.6,5.3,5,4.7,5.3,3.7,3.2,4.1,2.8,2.7,2.9,1.9,1.6,2.3,1.4,1.1,1.6,1.6,1.1,2.1,8.7,9.2,8.2,2.4,2.5,2.2,12.3,11.9,12.7,51.4,51.6,51.3,84.2,83.1,85.1,82.6,81.5,83.6,16.4,14.4,18.1,14.3,12.5,15.9,11.4,9.8,12.9,4.9,3.8,6,33.8,33.6,34,90.3,(X),(X),40.5,(X),(X),16,(X),(X),24.4,(X),(X),0.1,(X),(X),2.2,(X),(X)
2016,0400000US12,Florida,19934451,9741262,10193189,5.5,5.7,5.3,5.6,5.9,5.4,5.7,6,5.5,5.9,6.3,5.7,6.5,6.8,6.2,6.5,6.8,6.3,6.2,6.3,6,5.9,6,5.8,6.3,6.3,6.2,6.6,6.7,6.6,7.1,7.1,7.1,6.7,6.6,6.9,6.2,5.9,6.5,5.8,5.6,6.1,4.6,4.4,4.8,3.5,3.3,3.7,2.5,2.3,2.8,2.6,2,3.2,11.3,11.9,10.9,3.6,3.7,3.4,8.9,9.4,8.5,37.4,38.6,36.2,82,81.1,82.8,79.6,78.7,80.5,25.3,23.4,27.1,22.7,21,24.4,19.1,17.5,20.5,8.6,7.5,9.6,41.6,40.1,43.1,95.6,(X),(X),65.1,(X),(X),31.5,(X),(X),33.7,(X),(X),0.1,(X),(X),2.3,(X),(X)
2016,0400000US13,Georgia,10099320,4922471,5176849,6.5,6.9,6.2,7,7.4,6.6,7,7.3,6.8,7,7.4,6.7,7.2,7.5,6.9,6.9,7,6.7,6.8,6.8,6.8,6.7,6.6,6.7,7,7,7,6.9,7,6.9,7,6.9,7,6.3,6.2,6.4,5.4,5.2,5.6,4.4,4.2,4.6,3.1,2.9,3.4,2.1,1.8,2.3,1.4,1.2,1.7,1.2,0.8,1.7,14,14.6,13.4,4.2,4.4,4,10,10.5,9.6,41.5,42.3,40.7,78.1,77.1,79,75.3,74.2,76.4,17.8,16.2,19.3,15.5,14,16.9,12.3,11,13.6,4.8,3.8,5.7,36.2,34.9,37.4,95.1,(X),(X),58.8,(X),(X),19.6,(X),(X),39.2,(X),(X),0.1,(X),(X),2,(X),(X)
2016,0400000US15,Hawaii,1413673,709870,703803,6.5,6.6,6.4,6,6.2,5.8,5.9,6,5.8,5.7,5.8,5.5,7.1,7.9,6.4,7.3,7.7,6.9,7,7.2,6.9,6.2,6.2,6.2,6.2,6.4,6.1,6.3,6.3,6.3,6.6,6.6,6.7,6.7,6.5,6.9,6.3,6.2,6.4,5.4,5.3,5.5,3.6,3.3,3.8,2.5,2.3,2.7,2,1.6,2.5,2.7,1.9,3.4,11.9,12.2,11.6,3.4,3.4,3.4,9.4,10.2,8.5,39.6,41.2,38,80.5,80,80.9,78.2,77.7,78.7,22.4,20.5,24.2,19.7,17.8,21.6,16.1,14.4,17.9,7.2,5.7,8.6,38.5,36.9,40.1,100.9,(X),(X),61,(X),(X),25.9,(X),(X),35.1,(X),(X),0.1,(X),(X),2.7,(X),(X)
2016,0400000US16,Idaho,1635483,819845,815638,7,7.1,6.9,7.5,7.7,7.3,7.5,7.7,7.4,7.1,7.2,7,6.8,7.1,6.5,6.5,6.6,6.5,6.6,6.6,6.5,6.2,6.5,6,6,5.9,6.1,5.9,5.9,5.9,6.3,6.3,6.4,6.2,6,6.5,6,6,6,5,5,5,3.5,3.3,3.7,2.4,2.3,2.6,1.7,1.5,1.9,1.6,1.2,2,15,15.4,14.6,4.4,4.5,4.3,9.6,9.9,9.2,39.3,40,38.6,76.5,75.9,77.1,73.6,73,74.2,20.3,19.3,21.2,17.7,16.8,18.7,14.3,13.4,15.2,5.8,5,6.5,35.7,34.9,36.6,100.5,(X),(X),68.5,(X),(X),24,(X),(X),44.4,(X),(X),0.1,(X),(X),1.5,(X),(X)
2016,0400000US17,Illinois,12851684,6310460,6541224,6.1,6.4,5.9,6.5,6.7,6.2,6.6,6.9,6.4,6.7,7,6.5,7,7.2,6.7,6.9,7.2,6.7,6.9,7,6.8,6.5,6.6,6.4,6.5,6.6,6.4,6.7,6.7,6.6,7.1,7.1,7.1,6.7,6.6,6.8,5.8,5.7,5.9,4.5,4.3,4.7,3.3,3.1,3.5,2.4,2.1,2.7,1.8,1.5,2.1,1.9,1.3,2.6,13.1,13.6,12.6,4.1,4.2,3.9,9.7,10,9.3,40.6,41.7,39.5,79.4,78.6,80.2,76.7,75.8,77.6,19.7,17.9,21.5,17.2,15.4,18.9,13.9,12.2,15.5,6.1,4.8,7.3,37.4,36.1,38.7,96.5,(X),(X),59.1,(X),(X),22.1,(X),(X),37,(X),(X),0.1,(X),(X),1.4,(X),(X)
2016,0400000US18,Indiana,6589578,3245322,3344256,6.4,6.6,6.1,6.7,7,6.4,6.8,7,6.6,7,7.2,6.7,7.3,7.6,7,6.4,6.6,6.3,6.4,6.5,6.3,6.2,6.3,6.1,6.3,6.4,6.2,6.5,6.6,6.4,7,7,7,6.8,6.7,6.9,6,5.9,6,4.7,4.5,4.9,3.4,3.2,3.6,2.4,2.2,2.7,1.8,1.5,2.1,1.9,1.2,2.5,13.5,14,13,4.1,4.3,4,10.1,10.5,9.8,39.6,40.5,38.6,78.7,77.9,79.5,76,75.1,76.9,20.2,18.5,21.9,17.7,16,19.4,14.3,12.6,15.9,6.1,4.9,7.4,37.4,36.1,38.7,97,(X),(X),62,(X),(X),23.1,(X),(X),38.9,(X),(X),0.1,(X),(X),1.1,(X),(X)
